timestamp	local_time	date	weekday	school	grade	class_name	group_id	privacy_id	input_type	ai_engine	ai_raw_label	ai_confidence	mapped_item	suggested_category	final_decision	hold_flag	hold_score	action	image_saved	app_version	landfillTons
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초			seed	base-seed	base	seed			schoolObserved	base	312	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초			seed	base-seed	base	seed			schoolClasses	base	14	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초			seed	base-seed	base	seed			schoolHold	base	21	false	0	seed	false	clean-2026-07
2026-07-01T00:00:00.000Z	2026. 7. 1.	2026-07-01	월	AIWays초			seed	base-seed	base	seed			landfill:월	base	19100	false	0	seed	false	clean-2026-07	19100
2026-07-02T00:00:00.000Z	2026. 7. 2.	2026-07-02	화	AIWays초			seed	base-seed	base	seed			landfill:화	base	18760	false	0	seed	false	clean-2026-07	18760
2026-07-03T00:00:00.000Z	2026. 7. 3.	2026-07-03	수	AIWays초			seed	base-seed	base	seed			landfill:수	base	18940	false	0	seed	false	clean-2026-07	18940
2026-07-04T00:00:00.000Z	2026. 7. 4.	2026-07-04	목	AIWays초			seed	base-seed	base	seed			landfill:목	base	18300	false	0	seed	false	clean-2026-07	18300
2026-07-05T00:00:00.000Z	2026. 7. 5.	2026-07-05	금	AIWays초			seed	base-seed	base	seed			landfill:금	base	18420	false	0	seed	false	clean-2026-07	18420
2026-07-06T00:00:00.000Z	2026. 7. 6.	2026-07-06	토	AIWays초			seed	base-seed	base	seed			landfill:토	base	17880	false	0	seed	false	clean-2026-07	17880
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초			seed	base-seed	base	seed			landfill:일	base	17540	false	0	seed	false	clean-2026-07	17540
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초	3학년	1반	seed	base-seed	base	seed			class:3학년 1반:today	base	221	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초	3학년	1반	seed	base-seed	base	seed			class:3학년 1반:hold	base	29	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초	3학년	1반	seed	base-seed	base	seed			class:3학년 1반:converted	base	101	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초	3학년	1반	seed	base-seed	base	seed			class:3학년 1반:correct	base	179	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초	3학년	1반	seed	base-seed	base	seed			class:3학년 1반:recycle	base	101	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초	3학년	1반	seed	base-seed	base	seed			class:3학년 1반:reuse	base	34	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초	3학년	1반	seed	base-seed	base	seed			class:3학년 1반:contamination	base	20	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초	3학년	2반	seed	base-seed	base	seed			class:3학년 2반:today	base	214	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초	3학년	2반	seed	base-seed	base	seed			class:3학년 2반:hold	base	32	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초	3학년	2반	seed	base-seed	base	seed			class:3학년 2반:converted	base	96	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초	3학년	2반	seed	base-seed	base	seed			class:3학년 2반:correct	base	171	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초	3학년	2반	seed	base-seed	base	seed			class:3학년 2반:recycle	base	96	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초	3학년	2반	seed	base-seed	base	seed			class:3학년 2반:reuse	base	33	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초	3학년	2반	seed	base-seed	base	seed			class:3학년 2반:contamination	base	22	false	0	seed	false	clean-2026-07
2026-07-07T00:00:00.000Z	2026. 7. 7.	2026-07-07	일	AIWays초	4학년	1반	seed	base-seed	base	seed			class:4학년 1반:today	base	248	false	0	seed	false	clean-2026-07
